img_id,dataset,route,level,score,reason,parse_tier,issues,active_skills,skill_scores
10011.jpg,spaq,r25,,8.0033,"S-GLOBAL(9.2): Vibrant purple flowers and rich foliage create a lush, natural beauty; no flaws or distractions. Excellent overall impression. | S-TECH(7.2): Minor softness in foliage and flowers; slight noise in shadows; no clipping, cast, or artifacts; overall clean and well-exposed. | S-AESTH(7.2): Pleasant purple-green color harmony; balanced composition with strong vertical contrast from dark foliage; soft, even lighting enhances texture without harshness.",1,composition|color,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 9.2}"
10012.jpg,spaq,r25,,6.7314,"S-GLOBAL(7.2): Clear, well-composed outdoor scene with balanced exposure; minor haze and dull lighting slightly reduce vibrancy but do not distract. | S-TECH(7.2): Slight softness and minor noise in shadows; otherwise, exposure, white balance, and artifacts are well-controlled. | S-AESTH(5.2): Ordinary composition with flat, overcast lighting; statues are evenly spaced but lack visual hierarchy; muted color palette is neutral but unmemorable.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10013.jpg,spaq,r25,,8.0903,"S-CONTENT(9.2): All subjects fully visible: towels, candle with legible label, cotton stems. No occlusion or cropping. Framing intentional and complete. | S-GLOBAL(7.5): Clean, well-lit composition with textured towels and decorative bottle; minor shadowing and slight tilt don’t detract from overall pleasant impression. | S-AESTH(7.2): Balanced composition with textured towels and amber bottle; soft lighting enhances tactile quality; neutral palette harmonizes; visual hierarchy guides eye to subjects.",1,composition|content,S-AESTH|S-CONTENT|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-CONTENT"": 9.2, ""S-GLOBAL"": 7.5}"
10014.jpg,spaq,r25,,6.7314,"S-GLOBAL(7.2): Natural scene with good detail and color; slight overexposure in sky and minor noise, but overall visually pleasing and acceptable. | S-TECH(7.2): Minor softness and slight noise in shadows; edges of leaves and rocks are mostly crisp; no clipping or color cast; minimal compression artifacts. | S-AESTH(5.2): Ordinary composition with natural but unremarkable lighting; color harmony is neutral green-brown tones; no strong visual hierarchy or aesthetic distinction.",1,composition|exposure,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10015.jpg,spaq,r25,,6.2628,"S-GLOBAL(7.2): Overcast lighting and muted colors, but image is clear, well-composed, and free of major flaws or distractions. | S-TECH(7.2): Slight softness and noise in shadows; uniform overcast lighting prevents clipping; no color cast or compression artifacts visible. | S-AESTH(3.2): Flat, overcast lighting; cluttered composition with competing elements; dull color palette; weak visual hierarchy; background cranes distract from subject.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 3.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10016.jpg,spaq,r25,,5.2,"S-GLOBAL(5.2): Image is fair: soft focus, low contrast, and slight noise. Subjects are clear but background lacks detail. Overall acceptable for casual use. | S-TECH(5.2): Moderate noise in shadows and midtones; slight blur on faces and foliage; exposure is flat with crushed shadows; no severe artifacts or color cast. | S-AESTH(5.2): Ordinary composition with subjects off-center; flat, overcast lighting lacks mood; muted colors are harmonious but dull; visual hierarchy is clear but unremarkable.",1,exposure|composition|blur,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 5.2, ""S-GLOBAL"": 5.2, ""S-AESTH"": 5.2}"
10017.jpg,spaq,r25,,5.2,"S-GLOBAL(5.2): Blurry and low contrast; foggy conditions obscure details, but scene is recognizable and not visually offensive. | S-TECH(5.2): Moderate blur across entire image, visible noise in sky and shadows, underexposed midtones, slight color cast; fine details like roof edges and foliage are smeared. | S-NATURAL(5.2): Mild over-smoothing visible in foliage and distant vehicles; slight noise reduction blur; no halos or oversaturation.",1,blur|exposure|noise,S-GLOBAL|S-NATURAL|S-TECH,"{""S-GLOBAL"": 5.2, ""S-NATURAL"": 5.2, ""S-TECH"": 5.2}"
10018.jpg,spaq,r25,,6.7314,"S-GLOBAL(7.2): Natural, well-composed scene with clear details in rock and foliage; minor noise and soft focus don't detract significantly. | S-TECH(7.2): Minor softness and slight noise in shadows; fine textures on rock and foliage mostly clear; no clipping or color cast; no visible compression artifacts. | S-AESTH(5.2): Ordinary composition with centered rock; natural but flat lighting; muted green/brown palette is harmonious but unremarkable; no strong visual hierarchy.",1,composition|exposure,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10019.jpg,spaq,r25,,1.2,S-GLOBAL(1.2): Severe blur dominates entire image; details of chandelier and text are unrecognizable; unacceptable quality. | S-TECH(1.2): Severe motion blur throughout; edges and text are indistinct smears; no discernible detail or texture. | S-AESTH(1.2): Severe blur obscures all compositional elements; lighting and color harmony indiscernible; no visual hierarchy or aesthetic clarity.,1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10020.jpg,spaq,r25,,7.6387,"S-CONTENT(9.2): Fire hydrant and tripod fully visible; no occlusion or cropping; key regions like text and caps intact. | S-GLOBAL(7.5): Clear, well-lit image with sharp details on tripod and hydrant; minor clutter in background doesn't distract. Overall good quality. | S-AESTH(5.2): Ordinary snapshot: tripod and hydrant centered, flat daylight, green-red contrast is clear but not harmonious, no strong visual hierarchy or composition.",1,composition|content,S-AESTH|S-CONTENT|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-CONTENT"": 9.2, ""S-GLOBAL"": 7.5}"
10021.jpg,spaq,r25,,5.1286,"S-GLOBAL(3.2): Severe motion blur dominates the image, obscuring the subject and reducing clarity; background is clear but overall impression is poor due to lack of sharpness. | S-NATURAL(9.2): No processing artifacts; natural motion blur from camera panning, no halos, oversaturation, or smoothing. Scene appears authentic. | S-AESTH(3.2): Severe motion blur obscures subject, flat lighting, neutral colors, and cluttered background with surveillance camera detract from visual appeal.",1,blur|composition,S-AESTH|S-GLOBAL|S-NATURAL,"{""S-AESTH"": 3.2, ""S-GLOBAL"": 3.2, ""S-NATURAL"": 9.2}"
10022.jpg,spaq,r25,,7.2,"S-GLOBAL(7.2): Clear architectural details, even lighting, minor weathering and wires slightly distract but overall impression is good. | S-TECH(7.2): Slight softness and minor noise in shadows; otherwise, good exposure, neutral white balance, no compression artifacts or chromatic aberration. | S-AESTH(7.2): Symmetrical composition with strong vertical lines; soft pink tones harmonize well. Overcast light flattens depth slightly but avoids harshness. Visual hierarchy clear, though foreground clutter mildly distracts.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10023.jpg,spaq,r25,,4.7314,"S-GLOBAL(5.2): Dull, overcast lighting and low contrast dominate; details are muted but no major defects; acceptable for casual viewing. | S-TECH(5.2): Soft focus with smeared tree edges and fine textures; noticeable noise in shadows; exposure is flat with crushed darks; no severe artifacts or color cast. | S-AESTH(3.2): Overexposed sky dominates, flat lighting lacks mood, cluttered background, no clear subject or visual hierarchy.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 5.2, ""S-GLOBAL"": 5.2, ""S-AESTH"": 3.2}"
10024.jpg,spaq,r25,,1.2,"S-GLOBAL(1.2): Severe motion blur dominates entire image; details unrecognizable; first impression is chaotic and unusable. | S-TECH(1.2): Severe motion blur throughout; all edges smeared, no discernible detail, content barely recognizable. | S-NATURAL(1.2): Severe motion blur dominates; no natural texture or detail visible. Entire image is smeared, indicating extreme camera shake or intentional blur, not processing artifacts.",1,blur,S-GLOBAL|S-NATURAL|S-TECH,"{""S-GLOBAL"": 1.2, ""S-NATURAL"": 1.2, ""S-TECH"": 1.2}"
10025.jpg,spaq,r25,,1.8429,"S-GLOBAL(1.2): Severe blur dominates entire image; no details discernible; unacceptable for any practical use. | S-NATURAL(3.2): Severe over-smoothing creates waxy, watercolor-like blur across entire image; no sharp edges or textures remain. | S-AESTH(1.2): Severe blur obscures all compositional intent, lighting details, and color harmony; visually chaotic and unpleasant to view.",1,blur|composition,S-AESTH|S-GLOBAL|S-NATURAL,"{""S-AESTH"": 1.2, ""S-GLOBAL"": 1.2, ""S-NATURAL"": 3.2}"
10026.jpg,spaq,r25,,1.7647,"S-GLOBAL(1.2): Severe blur dominates entire image; no details discernible; unacceptable for any practical use. | S-TECH(1.2): Severe overall blur; no discernible edges or textures. Details in rubble, building, and vehicles are completely smeared. Focus failure dominates. | S-NATURAL(3.2): Severe over-smoothing throughout; image appears blurry and watercolor-like, lacking fine texture detail, especially in rubble and building edges.",1,blur,S-GLOBAL|S-NATURAL|S-TECH,"{""S-GLOBAL"": 1.2, ""S-NATURAL"": 3.2, ""S-TECH"": 1.2}"
10027.jpg,spaq,r25,,3.7647,"S-GLOBAL(3.2): Overwhelming lens flare dominates image, obscuring details; harsh brightness and dark shadows make content unviewable; poor overall acceptability. | S-TECH(3.2): Severe highlight clipping at light source, extreme crushed shadows, heavy noise in dark areas, visible chromatic aberration fringes. | S-NATURAL(5.2): Strong lens flare and starburst from bright light source; minor halos present but no over-sharpening, oversaturation, or smoothing. Scene remains plausible.",1,exposure|noise|processing,S-NATURAL|S-TECH|S-GLOBAL,"{""S-NATURAL"": 5.2, ""S-TECH"": 3.2, ""S-GLOBAL"": 3.2}"
10028.jpg,spaq,r25,,6.2628,"S-GLOBAL(7.2): Clear, well-lit urban scene with natural colors; minor distractions from air conditioners and parked vehicles; no major flaws. | S-TECH(7.2): Minor softness and slight noise in shadows; otherwise sharp edges, even exposure, neutral white balance, no compression artifacts. | S-AESTH(3.2): Awkward vertical orientation, cluttered foreground with parked cars and bikes, flat lighting, and no clear visual hierarchy or subject focus.",1,composition|exposure,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 3.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10029.jpg,spaq,r25,,6.7314,"S-GLOBAL(7.2): Natural, pleasant scene with children in rain gear under bamboo arches. Slight clutter and wet ground don't detract; overall impression is good. | S-TECH(7.2): Slight softness and minor noise in shadows; otherwise, good exposure, neutral white balance, no compression artifacts or chromatic aberration. | S-AESTH(5.2): Ordinary snapshot: composition lacks strong balance, flat overcast lighting, muted color harmony, and visual hierarchy is weak with multiple distractions.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10030.jpg,spaq,r25,,1.2,"S-GLOBAL(1.2): Severe blur dominates entire image; details unrecognizable; unacceptable for any practical use. | S-TECH(1.2): Severe motion blur throughout; edges and textures are completely smeared; no discernible detail or focus. | S-AESTH(1.2): Severe blur obscures all compositional elements, lighting details, and color harmony; visually chaotic and unpleasant to view.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10031.jpg,spaq,r25,,5.6686,S-GLOBAL(5.2): Strong backlighting causes severe underexposure in foreground; sun flare is prominent but composition remains natural and visually calm. | S-TECH(5.2): Severe shadow crush obscures foliage detail; sun is overexposed with lens flare; slight noise in midtones; no visible compression or chromatic aberration. | S-AESTH(7.2): Strong backlighting creates dramatic silhouettes and leading lines; composition draws eye to sunburst. Mild underexposure in shadows slightly reduces depth.,1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-TECH"": 5.2, ""S-GLOBAL"": 5.2}"
10032.jpg,spaq,r25,,1.2,"S-GLOBAL(1.2): Extremely dark, blurry, and lacks discernible content; severe motion blur and noise dominate, making image unusable. | S-TECH(1.2): Severe motion blur, extreme underexposure, and crushed shadows obscure all detail; content barely recognizable. | S-NATURAL(1.2): Severe over-smoothing and noise reduction create waxy, watercolor-like smearing; no natural texture remains.",1,blur|exposure|noise,S-GLOBAL|S-NATURAL|S-TECH,"{""S-GLOBAL"": 1.2, ""S-NATURAL"": 1.2, ""S-TECH"": 1.2}"
10033.jpg,spaq,r25,,1.2,"S-GLOBAL(1.2): Severe motion blur dominates, making subject unrecognizable; no discernible details or focus. | S-NATURAL(1.2): Severe motion blur and extreme over-smoothing; plastic-like texture with watercolor smearing across entire image. | S-AESTH(1.2): Severe motion blur obscures all composition, lighting, and color details; visually chaotic and unpleasant to view.",1,blur|noise|composition,S-NATURAL|S-AESTH|S-GLOBAL,"{""S-NATURAL"": 1.2, ""S-AESTH"": 1.2, ""S-GLOBAL"": 1.2}"
10034.jpg,spaq,r25,,8.8645,"S-CONTENT(9.5): All orange flowers and green leaves are fully visible, no key regions cut or occluded; framing preserves complete subject integrity. | S-GLOBAL(9.2): Vibrant orange flowers and lush green leaves create a lively, natural composition with excellent color contrast and clarity. | S-AESTH(7.2): Vibrant orange flowers against deep green leaves create strong color harmony; composition is natural but slightly cluttered; lighting is even and flattering.",1,composition|content,S-AESTH|S-CONTENT|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-CONTENT"": 9.5, ""S-GLOBAL"": 9.2}"
10035.jpg,spaq,r25,,8.7484,"S-CONTENT(9.2): Subject (flowers and foliage) fully visible, no cropping or occlusion; all key regions intact and clearly preserved. | S-GLOBAL(9.2): Vibrant purple flowers and lush green foliage create a natural, pleasing scene with excellent color and detail; no flaws dominate. | S-AESTH(7.2): Pleasant purple-green harmony; natural light softens blooms; composition feels organic but lacks strong focal point or depth.",1,composition|content,S-AESTH|S-CONTENT|S-GLOBAL,"{""S-AESTH"": 7.2, ""S-CONTENT"": 9.2, ""S-GLOBAL"": 9.2}"
10036.jpg,spaq,r25,,6.7314,"S-GLOBAL(7.2): Clear sign with good contrast; minor weathering on trim and small stains are barely noticeable, not distracting. | S-TECH(7.2): Crisp text edges and clean wall surfaces; minimal noise in uniform red areas; slight softness in shadows; no visible artifacts or color cast. | S-AESTH(5.2): Ordinary composition with centered text; flat lighting under overcast sky; red and gold palette is cohesive but uninspired; no strong visual hierarchy or depth.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10037.jpg,spaq,r25,,2.695,"S-GLOBAL(3.2): Severe motion blur dominates the image, obscuring subject details and making it hard to ignore; overall impression is poor. | S-TECH(3.1): Severe motion blur across entire subject; edges smeared, fine details lost. No visible noise or compression artifacts. Exposure and white balance neutral but clarity compromised. | S-AESTH(1.2): Severe motion blur obscures subject and composition; flat, unbalanced lighting; dull color palette; no visual hierarchy or aesthetic appeal.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 3.1, ""S-GLOBAL"": 3.2, ""S-AESTH"": 1.2}"
10038.jpg,spaq,r25,,1.2,"S-GLOBAL(1.2): Severe motion blur dominates entire image; details unrecognizable; unacceptable for any practical use. | S-TECH(1.2): Severe motion blur throughout; edges smeared, text and product details unreadable; no discernible focus or sharpness. | S-AESTH(1.2): Severe motion blur obscures all details; chaotic composition with no clear subject; lighting flat and unflattering; colors clash due to lack of focus.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10039.jpg,spaq,r25,,1.928,"S-GLOBAL(1.2): Severe blur across entire image, extreme lack of detail, and washed-out lighting make content unrecognizable and visually unacceptable. | S-TECH(3.2): Severe blur across entire image; edges and textures indistinct; motion or focus failure dominates; no fine detail visible. | S-AESTH(1.2): Severe blur across entire image; no clear subject or visual hierarchy. Flat, overexposed lighting and chaotic composition make it actively unpleasant to view.",1,blur|exposure|color,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 3.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10040.jpg,spaq,r25,,1.2,"S-GLOBAL(1.2): Severe blur across entire image; details unrecognizable; poor focus dominates impression; unacceptable quality. | S-TECH(1.2): Severe overall blur, no discernible fine detail; edges smeared; extreme focus failure across entire image. | S-AESTH(1.2): Severe blur across entire image; no clear subject or visual hierarchy. Flat, overcast lighting and chaotic composition make it actively unpleasant to view.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10041.jpg,spaq,r25,,4.7314,"S-GLOBAL(5.2): Image is rotated 90°, making composition confusing; otherwise, lighting and details are clear but orientation flaw dominates first impression. | S-TECH(5.2): Moderate noise in shadows and midtones; slight blur on cap edge; minor exposure issues with overblown highlights; no severe artifacts. | S-AESTH(3.2): Awkward vertical orientation, cluttered background, flat lighting, and unclear subject focus create a visually unbalanced and distracting composition.",1,composition|exposure|content,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 3.2, ""S-TECH"": 5.2, ""S-GLOBAL"": 5.2}"
10042.jpg,spaq,r25,,6.7314,"S-GLOBAL(7.2): Clear, well-lit mall corridor with balanced composition; minor glare on floor and slight noise in shadows don't distract. | S-TECH(7.2): Minor softness and slight noise in shadows; clean exposure, neutral white balance, no visible compression or chromatic aberration. | S-AESTH(5.2): Symmetrical composition with repeating hexagonal ceiling and floor patterns; neutral lighting lacks mood; red lanterns add pop but feel scattered; visual hierarchy is clear yet generic.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 7.2, ""S-GLOBAL"": 7.2}"
10043.jpg,spaq,r25,,1.2,"S-GLOBAL(1.2): Overwhelming lens flare dominates image, obscuring content; severe glare and lack of visible detail make it unusable. | S-TECH(1.2): Severe exposure clipping at light source, extreme blur, no discernible detail, heavy lens flare obscures entire scene. | S-AESTH(1.2): Overwhelming lens flare dominates, obscuring subject; chaotic light and dark contrast; no clear composition or visual hierarchy; harsh and unpleasant to view.",1,exposure|blur|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10044.jpg,spaq,r25,,3.2,"S-GLOBAL(3.2): Severe motion blur dominates, obscuring details; colors are vibrant but indistinct; overall impression is poor and distracting. | S-NATURAL(3.2): Severe motion blur and over-smoothing create watercolor-like smearing; no sharp edges or halos, but overall unnatural softness dominates. | S-AESTH(3.2): Severe motion blur obscures composition and lighting; colors clash due to lack of focus; visual hierarchy lost.",1,blur|noise|composition,S-NATURAL|S-AESTH|S-GLOBAL,"{""S-NATURAL"": 3.2, ""S-AESTH"": 3.2, ""S-GLOBAL"": 3.2}"
10045.jpg,spaq,r25,,5.7647,"S-GLOBAL(5.2): Night scene with heavy noise and low light; traffic lights and building windows are visible but details are lost in shadows; overall tolerable for a casual viewer. | S-TECH(5.2): Heavy noise in dark areas, crushed shadows, and slight blur on tree edges; exposure issues dominate technical quality. | S-NATURAL(7.2): Subtle HDR glow around lights and slight edge sharpening; otherwise natural night scene with no plastic or oversaturated areas.",1,exposure|noise|composition,S-NATURAL|S-TECH|S-GLOBAL,"{""S-NATURAL"": 7.2, ""S-TECH"": 5.2, ""S-GLOBAL"": 5.2}"
10046.jpg,spaq,r25,,1.2,"S-GLOBAL(1.2): Severe motion blur and overexposed lights dominate, making scene unrecognizable; unacceptable for any viewer. | S-TECH(1.2): Severe motion blur throughout; extreme highlight clipping from streetlights; crushed shadows; no discernible detail in foliage or structures. | S-AESTH(1.2): Severe motion blur, overexposed lights, and chaotic composition make the image visually jarring and unpleasant to view.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-AESTH"": 1.2}"
10047.jpg,spaq,r25,,5.2,"S-GLOBAL(5.2): Severe underexposure dominates, making foreground nearly black; window area is bright but overall image lacks detail and balance. | S-TECH(5.2): Severe exposure imbalance: crushed shadows dominate interior, losing detail in dark areas; highlights on windows are usable but overall dynamic range is poorly handled. | S-AESTH(5.2): Ordinary composition with flat lighting; red wall and logo are clear but lack visual depth or aesthetic appeal.",1,exposure|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 5.2, ""S-TECH"": 5.2, ""S-GLOBAL"": 5.2}"
10048.jpg,spaq,r25,,3.8429,"S-GLOBAL(3.2): Severe blur dominates the image, making details indistinct and unappealing; overall impression is poor and hard to ignore. | S-NATURAL(5.2): Noticeable blur and softness throughout; no sharpening or HDR artifacts, but heavy noise reduction causes slight smearing, reducing natural texture. | S-AESTH(3.2): Blurred focus and cluttered background distract from subject; flat lighting lacks depth; colors are dull and unharmonious.",1,blur|noise|composition,S-NATURAL|S-AESTH|S-GLOBAL,"{""S-NATURAL"": 5.2, ""S-AESTH"": 3.2, ""S-GLOBAL"": 3.2}"
10049.jpg,spaq,r25,,3.7306,"S-GLOBAL(3.2): Severe lens flare and overexposed light dominate, obscuring details; extreme darkness and noise make image hard to interpret. | S-TECH(3.1): Severe exposure issues: blown-out highlight and crushed shadows; heavy noise in dark areas; focus indeterminate due to low light. | S-NATURAL(5.2): Heavy lens flare and noise in dark areas suggest underexposure and aggressive processing; no overt sharpening or saturation, but overall look is artificial due to extreme contrast.",1,exposure|noise|blur,S-GLOBAL|S-NATURAL|S-TECH,"{""S-GLOBAL"": 3.2, ""S-NATURAL"": 5.2, ""S-TECH"": 3.1}"
10050.jpg,spaq,r25,,1.7647,"S-GLOBAL(1.2): Severe blur and overexposure dominate; details lost, making image unusable and visually unappealing. | S-TECH(1.2): Severe blur across entire image; no discernible edges or textures; extreme loss of detail in subject and background. | S-NATURAL(3.2): Severe over-smoothing creates waxy, watercolor-like blur across entire image; no sharp edges or textures remain.",1,blur|exposure,S-TECH|S-GLOBAL|S-NATURAL,"{""S-TECH"": 1.2, ""S-GLOBAL"": 1.2, ""S-NATURAL"": 3.2}"
