img_id,dataset,route,level,score,reason,parse_tier,issues,active_skills,skill_scores
10265315316.jpg,koniq,r3,,3.5828,"S-GLOBAL(3.9): Richly detailed decorative panels with consistent color and ornate frames; minor wear visible but not distracting; overall impression is good and aesthetically pleasing. | S-TECH(2.9): Moderate blur and noise; fine details in carvings and figures are smeared, edges lack crispness, and shadows show slight grain. | S-AESTH(4.1): Symmetrical grid composition with balanced ornate frames; warm terracotta and gold palette harmonizes well; soft lighting enhances relief details without harshness.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 4.1, ""S-TECH"": 2.9, ""S-GLOBAL"": 3.9}"
10279904885.jpg,koniq,r3,,3.5529,"S-GLOBAL(3.9): Vivid green aurora and clear stars create strong visual impact; minor noise in dark areas but overall impression is good. | S-TECH(2.8): Heavy noise in dark areas, crushed shadows with no detail, and slight blur in aurora edges; green cast suggests white balance issue. | S-NATURAL(4.0): Subtle sharpening in aurora edges; slight glow around stars. No halos, oversaturation, or smearing. Natural night sky appearance with minor processing traces.",1,exposure|noise|color,S-TECH|S-NATURAL|S-GLOBAL,"{""S-TECH"": 2.8, ""S-NATURAL"": 4.0, ""S-GLOBAL"": 3.9}"
10283619534.jpg,koniq,r3,,3.3645,"S-CONTENT(3.1): Subject partially occluded by red tow truck frame; wheel and body visible but key regions like front grille/hood cut off. Secondary content affected. | S-GLOBAL(3.9): Clear, well-composed shot of car on red lift; minor paint chipping and wiring clutter slightly distract but don't ruin overall impression. | S-AESTH(2.9): Ordinary framing with red structure dominating; harsh midday light flattens subject; cluttered background reduces visual focus; color harmony is functional but not pleasing.",1,composition|content,S-AESTH|S-CONTENT|S-GLOBAL,"{""S-AESTH"": 2.9, ""S-CONTENT"": 3.1, ""S-GLOBAL"": 3.9}"
10296038236.jpg,koniq,r3,,3.1812,"S-GLOBAL(2.9): Harsh backlight overexposes hair, low contrast in dark areas, but subject is recognizable and composition is engaging. | S-TECH(2.9): Severe highlight clipping on hair, heavy noise in shadows, and soft focus; fine textures blurred, especially on guitar and fabric. | S-AESTH(4.1): Strong subject focus with warm, directional stage lighting; dark background enhances contrast. Minor overexposure on hair slightly disrupts balance.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 4.1, ""S-TECH"": 2.9, ""S-GLOBAL"": 2.9}"
102995966.jpg,koniq,r3,,2.0577,"S-GLOBAL(1.8): Overwhelming red tint and extreme darkness dominate; poor visibility, unnatural color, and lack of detail make image visually jarring and unappealing. | S-TECH(1.8): Severe underexposure crushes shadows; strong red cast from artificial light; motion blur evident in mid-ground; fine textures lost. | S-AESTH(2.9): Strong red lighting creates mood but overwhelms composition; background cluttered, subject unclear; color harmony limited by monochromatic saturation.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 2.9, ""S-TECH"": 1.8, ""S-GLOBAL"": 1.8}"
10330831494.jpg,koniq,r3,,2.9,"S-GLOBAL(2.9): Yellowish color cast, low resolution, and visible noise; overall acceptable but flawed. | S-TECH(2.9): Noticeable noise in shadows and midtones, soft focus across scene, slight color cast; fine textures like fabric and radiator edges are smeared. | S-NATURAL(2.9): Noticeable over-smoothing on walls and skin; slight yellow cast and low contrast suggest mild processing, but no severe HDR or oversaturation.",1,color|exposure|noise,S-TECH|S-NATURAL|S-GLOBAL,"{""S-TECH"": 2.9, ""S-NATURAL"": 2.9, ""S-GLOBAL"": 2.9}"
10336689775.jpg,koniq,r3,,3.3017,"S-GLOBAL(3.9): Clear, well-composed barn image with natural lighting and autumn colors; minor overexposure in sky but overall pleasing and acceptable. | S-TECH(2.9): Soft focus on barn wood grain, slight noise in shadows, overexposed sky with clipped highlights, minor green cast in foliage. | S-AESTH(2.9): Centered barn with flat lighting and muted colors; composition is balanced but unremarkable, lacking visual hierarchy or emotional depth.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 2.9, ""S-TECH"": 2.9, ""S-GLOBAL"": 3.9}"
10346758803.jpg,koniq,r3,,2.9659,"S-GLOBAL(3.9): Vibrant autumn colors and strong composition; slight overexposure in sky and minor noise, but overall visually pleasing and engaging. | S-TECH(2.9): Noticeable noise in shadows and midtones; slight blur in foliage edges; compressed gradients in sky; minor chromatic aberration on tree branches. | S-NATURAL(1.8): Severe oversaturation with neon reds and oranges; HDR-like glow around leaves; over-sharpening creates brittle textures and halos along branches.",1,processing|color|exposure,S-TECH|S-NATURAL|S-GLOBAL,"{""S-TECH"": 2.9, ""S-NATURAL"": 1.8, ""S-GLOBAL"": 3.9}"
10353620913.jpg,koniq,r3,,3.7469,"S-GLOBAL(3.9): Warm, moody lighting creates inviting ambiance; slight noise and soft focus are minor, not distracting; overall impression is pleasant and atmospheric. | S-TECH(2.9): Heavy noise in shadows, motion blur on candle flame, crushed blacks, and warm color cast reduce clarity and detail fidelity. | S-AESTH(4.8): Warm, directional light sculpts the candle and wood; rich amber palette harmonizes; reflection adds depth; composition draws eye to centered subject with balanced symmetry.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 4.8, ""S-TECH"": 2.9, ""S-GLOBAL"": 3.9}"
10375167904.jpg,koniq,r3,,3.5594,"S-GLOBAL(3.9): Warm, inviting dessert presentation with soft lighting; minor blur and noise don’t detract from overall pleasant, cozy impression. | S-TECH(2.9): Soft focus on dessert edges, visible noise in shadows and background, slight color cast; fine textures like powdered sugar and fruit skin are smeared. | S-AESTH(4.0): Pleasant composition with central subject, warm lighting enhances textures, harmonious red-cream palette, clear visual hierarchy despite slight background clutter.",1,blur|exposure|color,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 2.9, ""S-GLOBAL"": 3.9, ""S-AESTH"": 4.0}"
10382843045.jpg,koniq,r3,,3.3017,"S-GLOBAL(3.9): Warm, playful scene with yellow rubber ducks; slight blur and noise, but overall impression is cozy and visually engaging. | S-TECH(2.9): Soft focus on ducks, visible noise in dark areas, slight motion blur; edges smeared, fine textures lost; overall clarity reduced. | S-AESTH(2.9): Ordinary composition with clustered ducks; warm but flat lighting; yellow dominates with minor blue accents; no clear visual hierarchy or depth.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 2.9, ""S-TECH"": 2.9, ""S-GLOBAL"": 3.9}"
10397166423.jpg,koniq,r3,,4.3812,"S-GLOBAL(4.8): Vibrant colors, sharp focus on butterfly, natural lighting, and lush green background create an excellent, visually pleasing overall impression. | S-TECH(4.1): Crisp butterfly edges and wing textures; slight softness in background foliage; no noise, clipping, or artifacts; white balance natural. | S-AESTH(4.1): Strong composition with butterfly centered on leaf; natural light enhances texture; warm orange/white wings contrast pleasantly with green foliage; minor clutter in background.",1,composition|color,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 4.1, ""S-TECH"": 4.1, ""S-GLOBAL"": 4.8}"
10408474376.jpg,koniq,r3,,4.325,"S-GLOBAL(4.8): Vibrant colors, sharp focus, and playful composition create an immediately appealing, cheerful image with no distracting flaws. | S-NATURAL(4.8): Colors vibrant but natural; no halos, plastic textures, or oversaturation. Edges clean, no HDR glow. Textures realistic for plastic flowers. | S-AESTH(2.9): Vibrant colors clash; composition is cluttered with no clear focal point; lighting flat; visual hierarchy weak despite playful subject.",1,processing|color|composition,S-AESTH|S-NATURAL|S-GLOBAL,"{""S-AESTH"": 2.9, ""S-NATURAL"": 4.8, ""S-GLOBAL"": 4.8}"
10422425365.jpg,koniq,r3,,4.2821,"S-GLOBAL(4.0): Clear, well-composed shot of a dog navigating weave poles; natural lighting, sharp focus on subject, minor background blur. Minor motion blur on legs but overall impression is good. | S-NATURAL(4.8): No halos, natural skin texture, realistic colors, no glow or smearing; image appears untouched and authentic. | S-AESTH(4.1): Strong subject focus with dynamic pose; balanced composition using poles as leading lines; natural lighting and harmonious green/white/blue palette.",1,composition|blur,S-AESTH|S-GLOBAL|S-NATURAL,"{""S-AESTH"": 4.1, ""S-GLOBAL"": 4.0, ""S-NATURAL"": 4.8}"
10422776735.jpg,koniq,r3,,3.3017,"S-GLOBAL(3.9): Natural scene with clear subjects; slight overexposure in sky and minor noise, but overall pleasing and acceptable to typical viewer. | S-TECH(2.9): Moderate blur on cow edges and foliage; visible noise in shadows; overexposed sky with clipped highlights; slight color cast. | S-AESTH(2.9): Ordinary composition with centered subjects; flat lighting lacks mood; muted greens and browns are harmonious but unremarkable; no strong visual hierarchy.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 2.9, ""S-TECH"": 2.9, ""S-GLOBAL"": 3.9}"
10430335945.jpg,koniq,r3,,3.5594,"S-GLOBAL(3.9): Vibrant yellow bird stands out against plain background; minor noise and soft focus, but overall clear and visually pleasing. | S-TECH(2.9): Soft focus on bird’s feathers and edges; slight noise in shadows; overexposed background with no detail; minor motion blur in tail. | S-AESTH(4.0): Strong subject placement on diagonal wire; soft light models bird well; yellow against white background is clean and harmonious; minor clutter from wires.",1,exposure|blur|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 2.9, ""S-GLOBAL"": 3.9, ""S-AESTH"": 4.0}"
10468540574.jpg,koniq,r3,,3.6679,"S-GLOBAL(3.9): Vibrant graffiti on freight car stands out; composition balanced, colors vivid, minor blur in foreground grass doesn't distract. Overall impression strong and visually engaging. | S-NATURAL(3.1): Noticeable over-sharpening with edge halos on graffiti; slight oversaturation in greens and reds; overall still plausible. | S-AESTH(4.0): Strong horizontal composition with graffiti as focal point; balanced lighting; vibrant yet cohesive color palette; clear visual hierarchy despite cluttered subject.",1,blur|processing|composition,S-NATURAL|S-AESTH|S-GLOBAL,"{""S-NATURAL"": 3.1, ""S-AESTH"": 4.0, ""S-GLOBAL"": 3.9}"
10471406506.jpg,koniq,r3,,3.3017,"S-GLOBAL(3.9): Natural, candid group photo in forest; slight softness and compression artifacts, but overall pleasant and engaging with good composition and mood. | S-TECH(2.9): Moderate blur and noise visible in shadows and foliage; fine textures like moss and fabric lack crispness; slight compression artifacts near edges. | S-AESTH(2.9): Ordinary composition with subjects clustered; natural but flat lighting; muted, earthy colors harmonize but lack visual excitement; no strong visual hierarchy.",1,composition|exposure|color,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 2.9, ""S-TECH"": 2.9, ""S-GLOBAL"": 3.9}"
10474002734.jpg,koniq,r3,,3.7021,"S-GLOBAL(3.9): Clear, well-composed outdoor shot with natural lighting; minor overexposure in sky and slight noise in shadows, but overall pleasing and acceptable. | S-TECH(4.0): Minor softness and slight noise in shadows; edges crisp overall, no clipping or color cast, gradients smooth, no visible artifacts. | S-AESTH(2.9): Ordinary composition with centered subjects; flat lighting; muted color harmony; background clutter reduces visual hierarchy.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 2.9, ""S-TECH"": 4.0, ""S-GLOBAL"": 3.9}"
10475658035.jpg,koniq,r3,,4.8,"S-GLOBAL(4.8): Cute baby with clear eyes, soft pink outfit, even lighting, clean background—no flaws; strong positive first impression. | S-TECH(4.8): Crisp edges, no noise or artifacts; even exposure with no clipping; neutral white balance; fine textures like skin and fabric are perfectly resolved. | S-AESTH(4.8): Perfect composition with centered subject, soft lighting enhancing skin texture, harmonious pink tones, and clear visual hierarchy drawing focus to the baby's expressive eyes.",1,composition|color,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 4.8, ""S-TECH"": 4.8, ""S-GLOBAL"": 4.8}"
10491358066.jpg,koniq,r3,,3.9962,"S-GLOBAL(3.9): Clear insect on leaf with natural lighting; slight softness in background, but overall sharp and visually pleasing. | S-TECH(4.1): Minor softness in insect edges and slight noise in leaf shadows; no clipping, cast, or artifacts; fine textures mostly preserved. | S-AESTH(4.0): Strong natural lighting and vibrant green leaf create pleasing harmony; subject centered with clear visual hierarchy; minor clutter from leaf holes.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 4.1, ""S-GLOBAL"": 3.9, ""S-AESTH"": 4.0}"
10520192995.jpg,koniq,r3,,3.5828,"S-GLOBAL(3.9): Warm candlelight creates a cozy, inviting mood; slight underexposure and soft focus are minor, not distracting. Overall impression is pleasant and acceptable. | S-TECH(2.9): Soft focus on candle edges and flame details; noticeable noise in dark background; slight exposure issues with crushed shadows. | S-AESTH(4.1): Strong lighting creates moody ambiance; candles form balanced composition with leading lines; warm glow contrasts dark background; minor clutter in flame arrangement.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 4.1, ""S-TECH"": 2.9, ""S-GLOBAL"": 3.9}"
10534454676.jpg,koniq,r3,,3.7385,"S-GLOBAL(3.9): Good overall impression; vintage aesthetic with intentional distressing. Minor smudges and uneven paint are stylistic, not flaws. Acceptable for decorative clock. | S-TECH(4.1): Minor softness and slight noise in shadows; edges of numerals and hands crisp; no clipping, cast, or compression artifacts visible. | S-AESTH(2.9): Ordinary composition with centered subject; flat lighting; muted color palette lacks harmony; visual hierarchy is clear but unremarkable.",1,blur|color|composition,S-AESTH|S-GLOBAL|S-TECH,"{""S-AESTH"": 2.9, ""S-GLOBAL"": 3.9, ""S-TECH"": 4.1}"
10539341593.jpg,koniq,r3,,3.7385,"S-GLOBAL(3.9): Clear, well-lit outdoor shot with natural colors; minor motion blur and slight overexposure in sky, but overall impression is positive and acceptable. | S-TECH(4.1): Minor softness and slight noise in shadows; edges mostly crisp, no clipping or color cast; gradients smooth, no visible JPEG artifacts. | S-AESTH(2.9): Ordinary composition with centered group; flat daylight lacks modeling; blue shirts clash with neutral tones; no strong visual hierarchy or color harmony.",1,exposure|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 2.9, ""S-TECH"": 4.1, ""S-GLOBAL"": 3.9}"
10544945153.jpg,koniq,r3,,3.5828,"S-GLOBAL(3.9): Strong atmospheric mood with mist and warm light; minor noise in shadows; overall pleasing and immersive landscape. | S-TECH(2.9): Moderate blur across scene, especially in misty areas; fine textures in foliage and distant structures are smeared; exposure slightly crushed in shadows. | S-AESTH(4.1): Strong aerial composition with mist creating depth; warm light enhances mood; color harmony in greens and blues; subject (aircraft) is subtly integrated.",1,exposure|blur|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 2.9, ""S-GLOBAL"": 3.9, ""S-AESTH"": 4.1}"
10574233584.jpg,koniq,r3,,3.1812,"S-GLOBAL(2.9): Dark, moody lighting creates strong contrast but obscures details; golden statue is clear but background too dim; overall tolerable but flawed. | S-TECH(2.9): Severe shadow crush obscures background details; moderate noise in dark areas; subject edges slightly soft but discernible; no clipping or artifacts. | S-AESTH(4.1): Strong chiaroscuro lighting sculpts the bronze dragon head; dark background isolates subject. Composition is tight but slightly off-center. Color harmony is warm and cohesive.",1,exposure|blur|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 2.9, ""S-GLOBAL"": 2.9, ""S-AESTH"": 4.1}"
10576676414.jpg,koniq,r3,,3.3017,S-GLOBAL(3.9): Vibrant colors and appealing texture; slight overexposure at top edge but overall visually pleasing and appetizing. | S-TECH(2.9): Moderate blur across food textures; fine details in egg and mushrooms smeared; slight noise in dark areas; no clipping or artifacts. | S-AESTH(2.9): Ordinary composition with centered subject; flat lighting lacks depth; yellow and dark tones clash slightly; no strong visual hierarchy.,1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 2.9, ""S-TECH"": 2.9, ""S-GLOBAL"": 3.9}"
10581525775.jpg,koniq,r3,,3.623,"S-GLOBAL(4.0): Good overall impression: well-lit, clear subject, pleasant pink ambiance. Minor noise and slight blur in background don't detract significantly. | S-TECH(2.9): Moderate blur on bottle edges and label text; noticeable noise in dark areas; slight color cast from pink lighting; no severe artifacts or clipping. | S-AESTH(4.1): Strong composition with centered bottle, warm bokeh lighting enhances mood, cohesive pink-gold color harmony, clear visual hierarchy.",1,color|exposure|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 4.1, ""S-TECH"": 2.9, ""S-GLOBAL"": 4.0}"
10597114264.jpg,koniq,r3,,4.3812,"S-GLOBAL(4.8): Vibrant yellow hot rod bus with clear details, sharp focus, natural lighting, and appealing custom design; no flaws detract from strong visual impact. | S-TECH(4.1): Crisp edges and fine textures visible; slight softness in shadows and minor noise in sky; no compression artifacts or color casts. | S-AESTH(4.1): Strong composition with subject centered; vibrant yellow dominates harmoniously; lighting is bright and even, enhancing glossy finish; clear visual hierarchy.",1,composition|exposure,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 4.1, ""S-TECH"": 4.1, ""S-GLOBAL"": 4.8}"
10609356094.jpg,koniq,r3,,3.5594,"S-GLOBAL(3.9): Warm, atmospheric rural scene with rustic charm; slight haze and muted contrast, but composition and mood are pleasing overall. | S-TECH(2.9): Moderate blur across scene, especially in foliage and structures; noticeable noise in shadows; slight exposure imbalance with crushed darks. | S-AESTH(4.0): Strong backlighting creates moody atmosphere; composition uses leading lines and rule of thirds; warm tones harmonize with natural setting; slight clutter in foreground.",1,exposure|color|composition,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 4.0, ""S-TECH"": 2.9, ""S-GLOBAL"": 3.9}"
10619909515.jpg,koniq,r3,,4.0598,"S-GLOBAL(4.0): Vibrant coral mushrooms stand out with rich color and fine texture; background blur enhances focus; minor noise in shadows doesn't detract. | S-TECH(4.1): Subject edges sharp with fine texture detail; slight softness in background. Minimal noise, no clipping or color cast. No visible compression artifacts. | S-AESTH(4.1): Strong composition with subject centered and textured; warm, directional light enhances form; golden fungi contrast softly with dark background; minor clutter in periphery.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 4.1, ""S-GLOBAL"": 4.0, ""S-AESTH"": 4.1}"
10620356404.jpg,koniq,r3,,4.0197,"S-GLOBAL(3.9): Clear mushroom gills, natural lighting, slight softness but no major flaws; overall pleasing and acceptable to typical viewer. | S-TECH(4.1): Crisp gill texture and stem detail; slight softness in background moss; no noise, clipping, or artifacts visible; white balance neutral. | S-AESTH(4.1): Strong close-up composition with radial gills leading eye to center; soft natural light enhances texture; earthy tones harmonize; minor clutter in background.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 4.1, ""S-GLOBAL"": 3.9, ""S-AESTH"": 4.1}"
106456452.jpg,koniq,r3,,2.1106,"S-GLOBAL(1.8): Dark, low-light image with poor visibility; red light and reflections dominate, making content hard to discern; overall impression is flawed and annoying. | S-TECH(1.8): Severe motion blur, heavy noise in dark areas, crushed shadows, and poor focus on subject; details obscured. | S-NATURAL(2.9): Noticeable over-sharpening around red light and edges; slight halo on bomb surface; low-light noise reduction causes minor smearing.",1,exposure|noise|color,S-TECH|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.8, ""S-NATURAL"": 2.9, ""S-GLOBAL"": 1.8}"
10680715605.jpg,koniq,r3,,3.1824,"S-GLOBAL(3.9): Vibrant green and blue light trails create dynamic, pleasing circular motion; slight blur is intentional and artistic, not distracting. | S-TECH(1.8): Severe motion blur smears circular lights; no fine detail visible; dark areas lack texture; no noise or compression artifacts evident. | S-AESTH(4.1): Strong circular composition with dynamic light trails; green and white hues create cohesive glow against black; visual hierarchy centers on the ring, though slight motion blur softens detail.",1,blur|exposure|composition,S-TECH|S-GLOBAL|S-AESTH,"{""S-TECH"": 1.8, ""S-GLOBAL"": 3.9, ""S-AESTH"": 4.1}"
10680932454.jpg,koniq,r3,,4.0197,"S-GLOBAL(3.9): Warm, intimate moment in elegant setting; monochrome enhances mood. Minor grain and soft focus, but overall impression is good and emotionally resonant. | S-TECH(4.1): Minor softness and slight noise in shadows; fine architectural details preserved; no clipping or artifacts; white balance neutral in monochrome. | S-AESTH(4.1): Strong composition with subject centered in grand architecture; soft lighting enhances intimacy; monochrome palette creates elegant harmony and clear visual hierarchy.",1,composition|exposure|color,S-AESTH|S-TECH|S-GLOBAL,"{""S-AESTH"": 4.1, ""S-TECH"": 4.1, ""S-GLOBAL"": 3.9}"
