img_id,dataset,route,level,score,reason,parse_tier
10054.jpg,spaq,r4,,4.8089,软门控(bare 0.34/rich 0.34/multi 0.32) | First impression is fair; cartoon decals are cute but image is blurry and reflections distract. Flaws noticeable but tolerable.,1
10055.jpg,spaq,r4,,3.1348,"软门控(bare 0.33/rich 0.35/multi 0.32) | Severe blur dominates the image, making details indistinct; poor sharpness and focus ruin overall clarity and viewer experience.",1
10056.jpg,spaq,r4,,5.132,软门控(bare 0.34/rich 0.33/multi 0.33) | Blurry overall with motion blur on spoon and soup; decent lighting but lack of sharpness dominates impression.,1
10057.jpg,spaq,r4,,4.7919,"软门控(bare 0.35/rich 0.31/multi 0.34) | Blurred image with motion blur and reflections on frames; details are lost, but overall composition is clear and acceptable.",1
10058.jpg,spaq,r4,,1.4568,"软门控(bare 0.32/rich 0.35/multi 0.33) | Severe blur and lack of focus dominate; details are completely lost, making image unusable for any purpose.",1
10059.jpg,spaq,r4,,1.4554,软门控(bare 0.32/rich 0.36/multi 0.33) | Severe motion blur dominates entire image; details unrecognizable; unacceptable for any practical use.,1
10060.jpg,spaq,r4,,3.13,"软门控(bare 0.35/rich 0.32/multi 0.33) | Severe blur dominates the image, making details indiscernible; poor focus renders buildings and cars unrecognizable, unacceptable for typical viewing.",1
10061.jpg,spaq,r4,,1.7991,"软门控(bare 0.33/rich 0.33/multi 0.33) | Severe motion blur dominates entire image, making details unrecognizable; first impression is poor and unacceptable.",1
10062.jpg,spaq,r4,,1.7856,"软门控(bare 0.33/rich 0.33/multi 0.34) | Severe motion blur and extreme lack of focus dominate, making all objects indistinct and unrecognizable. Unacceptable for any viewer.",1
10063.jpg,spaq,r4,,1.823,软门控(bare 0.35/rich 0.33/multi 0.32) | Severe blur dominates entire image; details unrecognizable; poor focus and motion blur make content illegible.,1
10064.jpg,spaq,r4,,7.1344,"软门控(bare 0.33/rich 0.33/multi 0.34) | Clear, well-composed shot of a school stadium. Slight overcast lighting and power lines are minor distractions but don't detract significantly.",1
10065.jpg,spaq,r4,,7.137,"软门控(bare 0.31/rich 0.34/multi 0.35) | Clear, well-composed urban scene with natural lighting; minor overexposure in sky and slight noise in shadows, but overall visually acceptable.",1
10066.jpg,spaq,r4,,5.1368,"软门控(bare 0.32/rich 0.34/multi 0.34) | Muted colors and hazy atmosphere dominate; details are soft but not blurred; composition is natural, flaws tolerable.",1
10067.jpg,spaq,r4,,6.7723,"软门控(bare 0.36/rich 0.30/multi 0.34) | Clear, well-composed outdoor scene with natural lighting; minor noise and slight blur in foliage, but overall visually pleasing and acceptable.",1
10068.jpg,spaq,r4,,5.1349,"软门控(bare 0.33/rich 0.34/multi 0.34) | Muddy water and circular ripples dominate, but natural setting with trees and stone walls remains visually acceptable despite minor flaws.",1
10069.jpg,spaq,r4,,1.4668,软门控(bare 0.33/rich 0.34/multi 0.32) | Severe blur across entire image; no discernible details; completely unviewable for any purpose.,1
10070.jpg,spaq,r4,,7.6824,"软门控(bare 0.34/rich 0.31/multi 0.35) | Clear, well-lit outdoor scene with natural colors and sharp details; minor tilt in composition is barely noticeable.",1
10071.jpg,spaq,r4,,1.4726,"软门控(bare 0.34/rich 0.33/multi 0.33) | Severe blur throughout; no discernible details. First impression is poor, unacceptable for any practical use.",1
10072.jpg,spaq,r4,,5.1445,"软门控(bare 0.28/rich 0.37/multi 0.35) | Dull lighting and low contrast make scene appear flat; details in shadows are lost, but composition is stable and no major flaws dominate.",1
10073.jpg,spaq,r4,,1.8581,软门控(bare 0.37/rich 0.31/multi 0.33) | Severe blur dominates entire image; details unrecognizable; unacceptable for any practical use.,1
10074.jpg,spaq,r4,,1.4952,"软门控(bare 0.37/rich 0.30/multi 0.33) | Severe motion blur dominates entire image, making all details unrecognizable and unusable for any purpose.",1
10075.jpg,spaq,r4,,1.4589,"软门控(bare 0.32/rich 0.36/multi 0.32) | Severe motion blur dominates, obscuring all details; no discernible subject or focus; visually chaotic and unusable.",1
10076.jpg,spaq,r4,,4.7432,软门控(bare 0.38/rich 0.30/multi 0.32) | Blurry image with soft focus and noise; gumball machine is recognizable but details are lost. Background distractions present but not overwhelming.,1
10077.jpg,spaq,r4,,4.8471,"软门控(bare 0.29/rich 0.39/multi 0.31) | Dull, hazy atmosphere dominates; low contrast and muted colors make scene flat, but composition is intact and not defective.",1
10078.jpg,spaq,r4,,1.9022,"软门控(bare 0.39/rich 0.28/multi 0.33) | Severe motion blur dominates, making details unrecognizable; image is unusable for any clear viewing.",1
10079.jpg,spaq,r4,,5.8018,"软门控(bare 0.32/rich 0.33/multi 0.34) | Dull overcast lighting and muted colors make image feel flat, but composition is clear and no major flaws dominate.",1
10080.jpg,spaq,r4,,7.1285,"软门控(bare 0.36/rich 0.30/multi 0.34) | Clear, well-lit image of massage chair; minor glare on armrests and slight background clutter don't detract from overall good quality.",1
10081.jpg,spaq,r4,,6.8008,软门控(bare 0.33/rich 0.32/multi 0.35) | Image is clear with natural lighting and vibrant colors; minor lens flare and slight tilt don't detract from overall pleasant impression.,1
10082.jpg,spaq,r4,,3.1405,"软门控(bare 0.30/rich 0.35/multi 0.35) | Severe motion blur dominates, obscuring details; poor sharpness and low contrast make scene muddy and unappealing.",1
10083.jpg,spaq,r4,,1.4808,"软门控(bare 0.35/rich 0.30/multi 0.35) | Severe blur and lack of focus dominate; no discernible details, making image unusable and visually unappealing.",1
10084.jpg,spaq,r4,,1.8274,"软门控(bare 0.35/rich 0.32/multi 0.33) | Severe motion blur dominates, obscuring all details; image appears shaky and indistinct, making it unacceptable for any practical use.",1
10085.jpg,spaq,r4,,5.7987,"软门控(bare 0.32/rich 0.34/multi 0.34) | Dull overcast lighting and muted colors make image feel flat; no major flaws, but lacks visual appeal.",1
10086.jpg,spaq,r4,,1.793,"软门控(bare 0.33/rich 0.33/multi 0.34) | Severe motion blur dominates entire image, making details unrecognizable; first impression is poor and unacceptable.",1
10087.jpg,spaq,r4,,3.1335,"软门控(bare 0.33/rich 0.34/multi 0.32) | Severe blur and noise dominate, making details indistinct; overall impression is poor and hard to ignore.",1
10088.jpg,spaq,r4,,1.4838,软门控(bare 0.35/rich 0.32/multi 0.33) | Severe blur dominates entire image; details unrecognizable; unacceptable for any practical use.,1
10089.jpg,spaq,r4,,4.4475,"软门控(bare 0.35/rich 0.32/multi 0.33) | Motion blur on foreground person dominates, reducing clarity; background details and lighting are acceptable but not sharp.",1
10090.jpg,spaq,r4,,7.2655,"软门控(bare 0.37/rich 0.29/multi 0.34) | Warm, inviting lighting highlights glossy chestnuts; reflections and glare are present but don't detract from overall appeal.",1
10091.jpg,spaq,r4,,6.8169,"软门控(bare 0.32/rich 0.35/multi 0.33) | Clear clock and wall design, minor lighting glare on ceiling, no major flaws; overall visually acceptable with slight imperfections.",1
10092.jpg,spaq,r4,,7.1384,"软门控(bare 0.31/rich 0.34/multi 0.35) | Clear, well-composed building shot with natural lighting; minor noise and slight haze in sky, but overall visually acceptable.",1
10093.jpg,spaq,r4,,1.5009,"软门控(bare 0.38/rich 0.29/multi 0.33) | Severe motion blur and extreme darkness dominate; details are lost, making the image unusable and visually chaotic.",1
10094.jpg,spaq,r4,,4.7875,软门控(bare 0.34/rich 0.33/multi 0.32) | Blurry and low contrast; overall acceptable but details are soft and lighting flat.,1
10095.jpg,spaq,r4,,3.1479,"软门控(bare 0.26/rich 0.43/multi 0.31) | Severe overexposure and motion blur dominate, making details indistinct; sky is blown out, trees lack clarity, overall image appears shaky and poorly captured.",1
10096.jpg,spaq,r4,,6.8084,"软门控(bare 0.33/rich 0.33/multi 0.34) | Natural, serene scene with wet path and lush bamboo; slight overexposure in sky but overall composition is pleasing and flaws are minor.",1
10097.jpg,spaq,r4,,3.1116,"软门控(bare 0.36/rich 0.31/multi 0.34) | Severe motion blur dominates, obscuring details; poor sharpness and low light make image hard to interpret; annoying for typical viewer.",1
10098.jpg,spaq,r4,,2.8051,"软门控(bare 0.33/rich 0.34/multi 0.33) | Severe motion blur dominates, making details unrecognizable; lighting is harsh and uneven, further degrading clarity.",1
10099.jpg,spaq,r4,,4.7788,软门控(bare 0.36/rich 0.29/multi 0.35) | Night street scene with motion blur and noise; people and vehicles are recognizable but details lost. Acceptable for casual viewing.,1
10100.jpg,spaq,r4,,6.5287,"软门控(bare 0.31/rich 0.37/multi 0.33) | Dull overcast sky and low contrast, but no major flaws; composition is calm and acceptable for a typical viewer.",1
10101.jpg,spaq,r4,,7.1307,软门控(bare 0.35/rich 0.31/multi 0.35) | Clear bus interior with good lighting and readable text; slight tilt and cluttered composition are minor flaws easily overlooked.,1
10102.jpg,spaq,r4,,6.0783,"软门控(bare 0.36/rich 0.31/multi 0.34) | Image is rotated 90 degrees, but subjects and scene are clear. Colors natural, lighting even. Minor orientation flaw doesn't ruin overall pleasant impression.",1
10103.jpg,spaq,r4,,3.1312,"软门控(bare 0.34/rich 0.32/multi 0.33) | Overwhelming lens flare dominates image, obscuring details; extreme contrast makes most of frame dark and unviewable.",1
10104.jpg,spaq,r4,,1.479,软门控(bare 0.35/rich 0.32/multi 0.33) | Severe blur dominates entire image; no details discernible; unacceptable for any practical use.,1
10105.jpg,spaq,r4,,1.4797,软门控(bare 0.35/rich 0.32/multi 0.33) | Severe motion blur dominates entire image; no details discernible; unacceptable for any practical use.,1
10106.jpg,spaq,r4,,6.4399,软门控(bare 0.35/rich 0.31/multi 0.34) | Natural lighting and composition are pleasant; minor shadows and slight blur don't detract significantly from overall appeal.,1
10107.jpg,spaq,r4,,3.1405,"软门控(bare 0.30/rich 0.39/multi 0.32) | Severe motion blur and overexposed sky dominate; details lost, especially in trees and water reflections; overall impression is poor and distracting.",1
10108.jpg,spaq,r4,,3.4909,"软门控(bare 0.36/rich 0.29/multi 0.34) | Severe noise and blur dominate; low light causes grainy texture and loss of detail, making image visually distracting and unappealing.",1
10109.jpg,spaq,r4,,1.437,软门控(bare 0.30/rich 0.36/multi 0.34) | Severe blur dominates entire image; no clear details visible; unacceptable for any practical use.,1
10110.jpg,spaq,r4,,4.443,软门控(bare 0.35/rich 0.33/multi 0.32) | Blurry and low resolution; child is in focus but details are soft. Background grassy area lacks clarity. Overall acceptable for casual viewing.,1
10111.jpg,spaq,r4,,1.4994,软门控(bare 0.37/rich 0.29/multi 0.34) | Severe blur and motion distortion dominate; details unrecognizable; unacceptable for any practical use.,1
10112.jpg,spaq,r4,,2.7943,"软门控(bare 0.33/rich 0.33/multi 0.34) | Severe motion blur dominates, obscuring details; trees and foliage appear streaked, making image hard to interpret and visually jarring.",1
10113.jpg,spaq,r4,,7.2729,"软门控(bare 0.35/rich 0.30/multi 0.35) | Clear, well-lit image with intricate metalwork details; minor reflections and cluttered background don't detract significantly.",1
10114.jpg,spaq,r4,,4.4431,"软门控(bare 0.36/rich 0.31/multi 0.33) | Blurry overall, especially flowers and vase; soft focus dominates impression. Colors and composition are decent but flaws noticeable.",1
10115.jpg,spaq,r4,,3.4879,"软门控(bare 0.36/rich 0.31/multi 0.33) | Severe motion blur dominates, making details indistinct; poor lighting and low sharpness reduce overall clarity and acceptability.",1
10116.jpg,spaq,r4,,4.8059,"软门控(bare 0.33/rich 0.35/multi 0.32) | Blurry image with low resolution and poor lighting; details are soft, but overall composition is clear and acceptable.",1
10117.jpg,spaq,r4,,7.1297,"软门控(bare 0.35/rich 0.30/multi 0.35) | Clear, well-lit image with vibrant colors; minor distractions from background clutter and slight tilt, but overall visually acceptable.",1
10118.jpg,spaq,r4,,7.2694,"软门控(bare 0.36/rich 0.30/multi 0.34) | Clear, well-lit outdoor scene with balanced composition; minor distractions like plant shadows and slight motion blur in background are negligible.",1
10119.jpg,spaq,r4,,5.1408,软门控(bare 0.30/rich 0.37/multi 0.34) | Muted colors and overcast lighting create a dull first impression; power pole disrupts composition but overall scene is peaceful and acceptable.,1
10120.jpg,spaq,r4,,3.1327,"软门控(bare 0.34/rich 0.33/multi 0.33) | Severe blur dominates the image, making details unrecognizable; lighting reflections add glare, reducing clarity and acceptability.",1
10121.jpg,spaq,r4,,5.1335,软门控(bare 0.33/rich 0.33/multi 0.34) | Hazy atmosphere and muted colors reduce clarity; composition is ordinary but not flawed; minor noise and low contrast make it tolerable but not pleasing.,1
10122.jpg,spaq,r4,,4.8248,软门控(bare 0.31/rich 0.38/multi 0.31) | Blurred image with low detail and muted colors; obelisk is recognizable but lacks sharpness; acceptable for casual viewing.,1
10123.jpg,spaq,r4,,7.2722,"软门控(bare 0.35/rich 0.30/multi 0.34) | Vibrant pink tulips with natural dew, slight overexposure in highlights, but overall pleasing and well-composed garden scene.",1
10124.jpg,spaq,r4,,6.8258,"软门控(bare 0.31/rich 0.35/multi 0.34) | Clear subject, good lighting, minor noise and flat background; no major flaws distract from overall acceptable quality.",1
10125.jpg,spaq,r4,,6.4548,"软门控(bare 0.33/rich 0.32/multi 0.35) | Clear directional signs with legible text, natural lighting, and balanced composition; minor tilt and slight blur don't detract significantly.",1
10126.jpg,spaq,r4,,3.4368,"软门控(bare 0.30/rich 0.35/multi 0.35) | Severe underexposure dominates; most details lost in shadows, only silhouettes visible, making image hard to interpret and visually unappealing.",1
10127.jpg,spaq,r4,,3.132,"软门控(bare 0.34/rich 0.32/multi 0.34) | Severe lens flare dominates image, obscuring details; extreme darkness and low visibility make content hard to discern.",1
10128.jpg,spaq,r4,,7.2792,"软门控(bare 0.34/rich 0.32/multi 0.35) | Vibrant flowers and green leaves with natural lighting; minor overexposure in sky, but overall pleasing and clear.",1
10129.jpg,spaq,r4,,3.1337,"软门控(bare 0.33/rich 0.33/multi 0.34) | Overwhelming glare from bright light source dominates image, causing severe loss of detail and harsh lens flare, making content hard to discern.",1
10130.jpg,spaq,r4,,4.4644,"软门控(bare 0.33/rich 0.33/multi 0.34) | Blurry and low resolution; motion blur and noise dominate. Details are lost, but scene is recognizable and not offensive.",1
10131.jpg,spaq,r4,,1.7759,"软门控(bare 0.32/rich 0.36/multi 0.32) | Severe motion blur and overexposure dominate, making details unrecognizable; unacceptable for any viewer.",1
10132.jpg,spaq,r4,,1.4716,"软门控(bare 0.34/rich 0.32/multi 0.34) | Severe motion blur dominates entire image, making subjects and background unrecognizable; unacceptable for any viewing purpose.",1
10133.jpg,spaq,r4,,1.4738,软门控(bare 0.34/rich 0.34/multi 0.32) | Severe blur dominates entire image; details unrecognizable; unacceptable for any practical use.,1
10134.jpg,spaq,r4,,1.4524,软门控(bare 0.32/rich 0.36/multi 0.32) | Severe blur and noise dominate; no discernible details or content. Unacceptable for any practical use.,1
10135.jpg,spaq,r4,,5.4197,"软门控(bare 0.27/rich 0.41/multi 0.31) | Overexposed sky dominates, but building details are clear; flaws noticeable but tolerable for an ordinary viewer.",1
10136.jpg,spaq,r4,,4.8998,软门控(bare 0.25/rich 0.44/multi 0.31) | Blurry and washed-out due to overexposure and low contrast; details lost in sky and foliage; acceptable but lacks clarity.,1
10137.jpg,spaq,r4,,3.4504,"软门控(bare 0.31/rich 0.36/multi 0.33) | Severe motion blur and overexposed sky dominate, making details indistinct and visually jarring; poor overall clarity.",1
10138.jpg,spaq,r4,,3.1141,软门控(bare 0.34/rich 0.32/multi 0.34) | Severe blur and noise dominate; extreme low light with overexposed headlights; details lost; distracting glare makes scene hard to interpret.,1
10139.jpg,spaq,r4,,1.4601,软门控(bare 0.33/rich 0.34/multi 0.34) | Severe blur across entire image; no discernible details; completely unsharp and unusable for viewing.,1
10140.jpg,spaq,r4,,7.13,"软门控(bare 0.35/rich 0.31/multi 0.34) | Clear, well-lit image with natural wood textures and details. Minor clutter behind gate slightly distracts but doesn't ruin overall pleasant impression.",1
10141.jpg,spaq,r4,,6.8056,"软门控(bare 0.33/rich 0.34/multi 0.33) | Clear, well-composed shot of inflatable water ball with good detail and natural lighting; minor softness in background but overall pleasing and acceptable.",1
10142.jpg,spaq,r4,,2.8021,"软门控(bare 0.34/rich 0.33/multi 0.33) | Severe motion blur dominates, obscuring details; overexposed sky adds to poor quality; flaws are hard to ignore.",1
10143.jpg,spaq,r4,,5.1309,"软门控(bare 0.35/rich 0.32/multi 0.34) | Image is rotated 90°, making content hard to read; overall clarity and lighting are acceptable but orientation flaw dominates first impression.",1
10144.jpg,spaq,r4,,3.116,"软门控(bare 0.34/rich 0.33/multi 0.34) | Extremely low light and heavy noise dominate, making details hard to see; overall impression is poor and annoying.",1
10145.jpg,spaq,r4,,7.1384,软门控(bare 0.31/rich 0.36/multi 0.34) | Clear stone sundial with legible red characters; slight blur and overcast lighting reduce vibrancy but don't hinder overall clarity or appeal.,1
10146.jpg,spaq,r4,,7.4211,"软门控(bare 0.35/rich 0.31/multi 0.34) | Vibrant green foliage with dew drops, natural lighting, slight blur in foreground; minor softness but overall pleasing and detailed.",1
10147.jpg,spaq,r4,,3.1299,"软门控(bare 0.35/rich 0.32/multi 0.32) | Severe motion blur and low resolution dominate, making details indistinct; overall impression is poor and hard to ignore.",1
10148.jpg,spaq,r4,,5.4837,"软门控(bare 0.35/rich 0.31/multi 0.34) | Image is rotated 90°, making content confusing; otherwise, lighting and details are clear, but orientation flaw dominates first impression.",1
10149.jpg,spaq,r4,,3.1116,"软门控(bare 0.36/rich 0.30/multi 0.34) | Severe motion blur dominates, making details indistinct; poor focus and low sharpness across entire image.",1
10150.jpg,spaq,r4,,7.1351,"软门控(bare 0.32/rich 0.33/multi 0.34) | Natural, pleasant garden scene with soft lighting and vibrant colors; minor flaws like fallen petals and overcast sky are unobtrusive.",1
10151.jpg,spaq,r4,,3.466,软门控(bare 0.35/rich 0.31/multi 0.33) | Severe blur and noise dominate; low light causes poor detail and washed-out reflections; overall impression is unacceptably grainy and indistinct.,1
10152.jpg,spaq,r4,,3.1334,"软门控(bare 0.33/rich 0.33/multi 0.34) | Severe blur dominates the image, making details unrecognizable; poor focus renders scene unusable for clear viewing.",1
10153.jpg,spaq,r4,,5.1317,"软门控(bare 0.34/rich 0.32/multi 0.34) | Strong lens flare from streetlight dominates, but monument is visible; dark areas lack detail, overall acceptable despite flaws.",1
10154.jpg,spaq,r4,,1.8407,软门控(bare 0.36/rich 0.31/multi 0.33) | Severe blur dominates entire image; details unrecognizable; unacceptable for any practical use.,1
