img_id,dataset,route,level,score,reason,parse_tier,issues,active_skills,skill_scores
10013.jpg,spaq,r2,,7.9667,"S-TECH(7.2): Crisp towel texture and bottle details; slight softness in shadows, minor noise in uniform wall areas; no clipping or artifacts. | S-AESTH(7.2): Balanced composition with textured towels and amber bottle; soft lighting enhances tactile quality; neutral palette harmonizes; visual hierarchy guides eye to subjects. | S-CONTENT(9.2): All subjects fully visible: towels, candle with legible label, cotton stems. No occlusion or cropping. Framing intentional and complete. | S-NATURAL(9.2): No halos, natural textures on towels and glass, realistic lighting, no oversaturation or smoothing; completely unprocessed appearance. | S-GLOBAL(7.5): Clean, well-lit composition with textured towels and decorative bottle; minor shadowing and slight tilt don’t detract from overall pleasant impression.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 7.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 9.2, ""S-GLOBAL"": 7.5}"
10014.jpg,spaq,r2,,7.8667,"S-TECH(7.2): Minor softness and slight noise in shadows; edges of leaves and rocks are mostly crisp; no clipping or color cast; minimal compression artifacts. | S-AESTH(5.2): Ordinary composition with natural but unremarkable lighting; color harmony is neutral green-brown tones; no strong visual hierarchy or aesthetic distinction. | S-CONTENT(9.2): Subject (rock formation) fully visible, no occlusion or cropping; key regions like moss and texture clearly preserved. | S-NATURAL(9.2): No halos, unnatural glow, or color exaggeration; textures like stone, grass, and leaves appear organic and unprocessed. | S-GLOBAL(7.2): Natural scene with good detail and color; slight overexposure in sky and minor noise, but overall visually pleasing and acceptable.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 9.2, ""S-GLOBAL"": 7.2}"
10015.jpg,spaq,r2,,7.2,"S-TECH(7.2): Slight softness and noise in shadows; uniform overcast lighting prevents clipping; no color cast or compression artifacts visible. | S-AESTH(3.2): Flat, overcast lighting; cluttered composition with competing elements; dull color palette; weak visual hierarchy; background cranes distract from subject. | S-CONTENT(9.2): Subject (construction site) fully framed; key regions like cranes, building, and signage clearly visible; no occlusion or cropping issues. | S-NATURAL(7.2): Subtle over-smoothing on wet pavement; slight edge enhancement on cranes; otherwise natural undercast lighting with no HDR halos or oversaturation. | S-GLOBAL(7.2): Overcast lighting and muted colors, but image is clear, well-composed, and free of major flaws or distractions.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 7.2}"
10016.jpg,spaq,r2,,5.2,"S-TECH(5.2): Moderate noise in shadows and midtones; slight blur on faces and foliage; exposure is flat with crushed shadows; no severe artifacts or color cast. | S-AESTH(5.2): Ordinary composition with subjects off-center; flat, overcast lighting lacks mood; muted colors are harmonious but dull; visual hierarchy is clear but unremarkable. | S-CONTENT(5.2): Main subjects fully visible; baby's face and parents' faces clear. Minor cropping of feet and tree trunk edges; no occlusion of key regions. | S-GLOBAL(5.2): Image is fair: soft focus, low contrast, and slight noise. Subjects are clear but background lacks detail. Overall acceptable for casual use. | S-NATURAL(7.2): Subtle over-smoothing in skin and foliage; slight noise reduction blur. No halos, oversaturation, or HDR artifacts. Natural overall with minor processing traces.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 5.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 5.2}"
10017.jpg,spaq,r2,,5.2,"S-TECH(5.2): Moderate blur across entire image, visible noise in sky and shadows, underexposed midtones, slight color cast; fine details like roof edges and foliage are smeared. | S-AESTH(3.2): Flat, overcast lighting dulls the scene; cluttered midground with vehicles; composition lacks focus; color palette is muddy and unharmonious. | S-CONTENT(7.2): Main building fully visible; minor edge cropping of foreground railing and vehicles; no occlusion or key-region loss. | S-NATURAL(5.2): Mild over-smoothing visible in foliage and distant vehicles; slight noise reduction blur; no halos or oversaturation. | S-GLOBAL(5.2): Blurry and low contrast; foggy conditions obscure details, but scene is recognizable and not visually offensive.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 5.2}"
10018.jpg,spaq,r2,,7.8667,"S-TECH(7.2): Minor softness and slight noise in shadows; fine textures on rock and foliage mostly clear; no clipping or color cast; no visible compression artifacts. | S-AESTH(5.2): Ordinary composition with centered rock; natural but flat lighting; muted green/brown palette is harmonious but unremarkable; no strong visual hierarchy. | S-CONTENT(9.2): Subject (rock) fully visible, no occlusion or cropping; key regions intact; framing intentional and complete. | S-NATURAL(9.2): No halos, unnatural glow, or color exaggeration; textures on rock and foliage appear organic and unprocessed. | S-GLOBAL(7.2): Natural, well-composed scene with clear details in rock and foliage; minor noise and soft focus don't detract significantly.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 9.2, ""S-GLOBAL"": 7.2}"
10019.jpg,spaq,r2,,1.8667,"S-TECH(1.2): Severe motion blur throughout; edges and text are indistinct smears; no discernible detail or texture. | S-AESTH(1.2): Severe blur obscures all compositional elements; lighting and color harmony indiscernible; no visual hierarchy or aesthetic clarity. | S-CONTENT(5.2): Chandelier is fully visible but blurred; text on circular signs below is occluded and unreadable due to blur and truncation. | S-NATURAL(3.2): Severe over-smoothing and blur dominate; textures are smeared, edges indistinct, resembling aggressive noise reduction or motion blur. | S-GLOBAL(1.2): Severe blur dominates entire image; details of chandelier and text are unrecognizable; unacceptable quality.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 5.2, ""S-NATURAL"": 3.2, ""S-GLOBAL"": 1.2}"
10020.jpg,spaq,r2,,8.6333,"S-TECH(9.5): Crisp edges on tripod and hydrant, no noise or blur. Even exposure, neutral white balance. No compression artifacts or chromatic aberration. | S-AESTH(5.2): Ordinary snapshot: tripod and hydrant centered, flat daylight, green-red contrast is clear but not harmonious, no strong visual hierarchy or composition. | S-CONTENT(9.2): Fire hydrant and tripod fully visible; no occlusion or cropping; key regions like text and caps intact. | S-NATURAL(9.2): No halos, natural textures, realistic colors, no plasticity or glow; scene appears unprocessed and authentic. | S-GLOBAL(7.5): Clear, well-lit image with sharp details on tripod and hydrant; minor clutter in background doesn't distract. Overall good quality.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 9.5, ""S-AESTH"": 5.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 9.2, ""S-GLOBAL"": 7.5}"
10021.jpg,spaq,r2,,3.2,"S-TECH(3.2): Severe motion blur on subject obscures fine details; background walls and ceiling show slight softness but no noise or artifacts. | S-AESTH(3.2): Severe motion blur obscures subject, flat lighting, neutral colors, and cluttered background with surveillance camera detract from visual appeal. | S-CONTENT(3.2): Subject partially blurred and moving; face and upper body obscured by motion blur, weakening identification and key-region visibility. | S-GLOBAL(3.2): Severe motion blur dominates the image, obscuring the subject and reducing clarity; background is clear but overall impression is poor due to lack of sharpness. | S-NATURAL(9.2): No processing artifacts; natural motion blur from camera panning, no halos, oversaturation, or smoothing. Scene appears authentic.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 3.2, ""S-NATURAL"": 9.2, ""S-GLOBAL"": 3.2}"
10022.jpg,spaq,r2,,7.2,"S-TECH(7.2): Slight softness and minor noise in shadows; otherwise, good exposure, neutral white balance, no compression artifacts or chromatic aberration. | S-AESTH(7.2): Symmetrical composition with strong vertical lines; soft pink tones harmonize well. Overcast light flattens depth slightly but avoids harshness. Visual hierarchy clear, though foreground clutter mildly distracts. | S-NATURAL(7.2): Subtle over-sharpening on stone edges; slight HDR glow in sky; otherwise natural textures and colors with no plasticity or oversaturation. | S-GLOBAL(7.2): Clear architectural details, even lighting, minor weathering and wires slightly distract but overall impression is good. | S-CONTENT(9.2): Subject fully framed; key regions like cross, rose window, statues, and text banners clearly visible; no occlusion or harmful cropping.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 7.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 7.2}"
10023.jpg,spaq,r2,,5.2,"S-TECH(5.2): Soft focus with smeared tree edges and fine textures; noticeable noise in shadows; exposure is flat with crushed darks; no severe artifacts or color cast. | S-AESTH(3.2): Overexposed sky dominates, flat lighting lacks mood, cluttered background, no clear subject or visual hierarchy. | S-CONTENT(7.2): Tree and building mostly visible; minor edge cropping of foreground elements does not obscure key content or intent. | S-NATURAL(5.2): Mild over-smoothing in foliage and sky; slight noise reduction blur. No halos or oversaturation. Plausible but not pristine. | S-GLOBAL(5.2): Dull, overcast lighting and low contrast dominate; details are muted but no major defects; acceptable for casual viewing.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 5.2}"
10024.jpg,spaq,r2,,1.2,"S-TECH(1.2): Severe motion blur throughout; all edges smeared, no discernible detail, content barely recognizable. | S-AESTH(1.2): Severe motion blur obliterates composition, lighting, and color harmony; chaotic visual experience with no discernible subject or hierarchy. | S-CONTENT(1.2): Severe motion blur obscures all subjects and key regions; no discernible content or structure remains visible. | S-NATURAL(1.2): Severe motion blur dominates; no natural texture or detail visible. Entire image is smeared, indicating extreme camera shake or intentional blur, not processing artifacts. | S-GLOBAL(1.2): Severe motion blur dominates entire image; details unrecognizable; first impression is chaotic and unusable.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 1.2, ""S-NATURAL"": 1.2, ""S-GLOBAL"": 1.2}"
10025.jpg,spaq,r2,,1.8667,"S-TECH(1.2): Severe blur across entire image; edges and textures indistinguishable; no discernible detail in phones or background. | S-AESTH(1.2): Severe blur obscures all compositional intent, lighting details, and color harmony; visually chaotic and unpleasant to view. | S-CONTENT(7.2): All phones fully visible, no occlusion; minor blur affects clarity but not completeness or key-region visibility. | S-NATURAL(3.2): Severe over-smoothing creates waxy, watercolor-like blur across entire image; no sharp edges or textures remain. | S-GLOBAL(1.2): Severe blur dominates entire image; no details discernible; unacceptable for any practical use.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 3.2, ""S-GLOBAL"": 1.2}"
10026.jpg,spaq,r2,,1.8667,"S-TECH(1.2): Severe overall blur; no discernible edges or textures. Details in rubble, building, and vehicles are completely smeared. Focus failure dominates. | S-AESTH(1.2): Severe blur across entire image; no discernible composition, lighting, or color harmony; visually chaotic and unpleasant to view. | S-NATURAL(3.2): Severe over-smoothing throughout; image appears blurry and watercolor-like, lacking fine texture detail, especially in rubble and building edges. | S-GLOBAL(1.2): Severe blur dominates entire image; no details discernible; unacceptable for any practical use. | S-CONTENT(9.2): Subject (building and rubble) fully visible, no cropping or occlusion; key regions intact despite blur.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 3.2, ""S-GLOBAL"": 1.2}"
10027.jpg,spaq,r2,,3.2,"S-TECH(3.2): Severe highlight clipping at light source, extreme crushed shadows, heavy noise in dark areas, visible chromatic aberration fringes. | S-AESTH(1.2): Overwhelming glare dominates, no discernible subject, harsh light washes out details, chaotic visual experience. | S-CONTENT(3.2): Subject (bright light) is central but glare obscures details; no clear key regions visible; framing accidental, harming content understanding. | S-NATURAL(5.2): Strong lens flare and starburst from bright light source; minor halos present but no over-sharpening, oversaturation, or smoothing. Scene remains plausible. | S-GLOBAL(3.2): Overwhelming lens flare dominates image, obscuring details; harsh brightness and dark shadows make content unviewable; poor overall acceptability.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 3.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 3.2, ""S-NATURAL"": 5.2, ""S-GLOBAL"": 3.2}"
10028.jpg,spaq,r2,,7.2,"S-TECH(7.2): Minor softness and slight noise in shadows; otherwise sharp edges, even exposure, neutral white balance, no compression artifacts. | S-CONTENT(7.2): Building fully visible; minor edge cropping of trees and sidewalk, no key regions occluded or truncated. | S-NATURAL(7.2): Subtle processing visible; no halos, oversaturation, or smearing. Slight edge sharpening in foliage and building lines, but overall natural appearance. | S-GLOBAL(7.2): Clear, well-lit urban scene with natural colors; minor distractions from air conditioners and parked vehicles; no major flaws. | S-AESTH(3.2): Awkward vertical orientation, cluttered foreground with parked cars and bikes, flat lighting, and no clear visual hierarchy or subject focus.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 3.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 7.2}"
10029.jpg,spaq,r2,,7.2,"S-TECH(7.2): Slight softness and minor noise in shadows; otherwise, good exposure, neutral white balance, no compression artifacts or chromatic aberration. | S-CONTENT(7.2): Main subjects fully visible; child on swing and adult in poncho complete. Minor edge cropping of path and trees, no key regions occluded or truncated. | S-NATURAL(7.2): Subtle over-smoothing on wet stone path; slight edge halos on raincoats; otherwise natural textures and colors with no neon or glowy artifacts. | S-GLOBAL(7.2): Natural, pleasant scene with children in rain gear under bamboo arches. Slight clutter and wet ground don't detract; overall impression is good. | S-AESTH(5.2): Ordinary snapshot: composition lacks strong balance, flat overcast lighting, muted color harmony, and visual hierarchy is weak with multiple distractions.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 7.2, ""S-AESTH"": 5.2, ""S-CONTENT"": 7.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 7.2}"
10030.jpg,spaq,r2,,1.2,"S-TECH(1.2): Severe motion blur throughout; edges and textures are completely smeared; no discernible detail or focus. | S-AESTH(1.2): Severe blur obscures all compositional elements, lighting details, and color harmony; visually chaotic and unpleasant to view. | S-NATURAL(1.2): Severe blur and smearing throughout; no sharp edges or textures. Appears heavily over-smoothed or motion-blurred, lacking any natural detail. | S-GLOBAL(1.2): Severe blur dominates entire image; details unrecognizable; unacceptable for any practical use. | S-CONTENT(3.2): Subject partially cut by foreground structure; key regions like signage and characters blurred/occluded, weakening content understanding.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 3.2, ""S-NATURAL"": 1.2, ""S-GLOBAL"": 1.2}"
10031.jpg,spaq,r2,,6.5333,"S-TECH(5.2): Severe shadow crush obscures foliage detail; sun is overexposed with lens flare; slight noise in midtones; no visible compression or chromatic aberration. | S-AESTH(7.2): Strong backlighting creates dramatic silhouettes and leading lines; composition draws eye to sunburst. Mild underexposure in shadows slightly reduces depth. | S-CONTENT(9.2): Subject (trees and sun) fully visible; no occlusion or cropping; key regions (sun, foliage) complete and clear. | S-NATURAL(7.2): Subtle over-sharpening near sun flare; slight HDR glow in sky; otherwise natural with no plastic or oversaturated areas. | S-GLOBAL(5.2): Strong backlighting causes severe underexposure in foreground; sun flare is prominent but composition remains natural and visually calm.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 5.2, ""S-AESTH"": 7.2, ""S-CONTENT"": 9.2, ""S-NATURAL"": 7.2, ""S-GLOBAL"": 5.2}"
10032.jpg,spaq,r2,,1.2,"S-TECH(1.2): Severe motion blur, extreme underexposure, and crushed shadows obscure all detail; content barely recognizable. | S-AESTH(1.2): Extreme blur and darkness obscure subject; no discernible composition, lighting, or color harmony; visually chaotic and unpleasant. | S-CONTENT(1.2): Subject entirely obscured by extreme blur and darkness; no identifiable features or key regions visible. | S-NATURAL(1.2): Severe over-smoothing and noise reduction create waxy, watercolor-like smearing; no natural texture remains. | S-GLOBAL(1.2): Extremely dark, blurry, and lacks discernible content; severe motion blur and noise dominate, making image unusable.",1,,S-TECH|S-AESTH|S-CONTENT|S-NATURAL|S-GLOBAL,"{""S-TECH"": 1.2, ""S-AESTH"": 1.2, ""S-CONTENT"": 1.2, ""S-NATURAL"": 1.2, ""S-GLOBAL"": 1.2}"
